Title,Awards,Total_Awards_Won,Total_Awards_Nominated,Prime_Awards_Nominated,Oscar_Awards_Nominated,Golden_Globe_Awards_Nominated,BAFTA_Awards_Nominated,Prime_Awards_Won,Oscar_Awards_Won,Golden_Globe_Awards_Won,BAFTA_Awards_Won
Bill Maher: Live from D.C.,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,2,1,0,0,0,0,0,0,0
35 Diwrnod,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
Campus Nightmares,1 win.,1,0,0,0,0,0,0,0,0,0
The Price We Pay,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Annaliza,1 nomination.,0,1,0,0,0,0,0,0,0,0
Fear Thy Neighbor,2 nominations.,0,2,0,0,0,0,0,0,0,0
My Big Brother,1 win.,1,0,0,0,0,0,0,0,0,0
Apples From the Desert,3 nominations.,0,3,0,0,0,0,0,0,0,0
Camping Misadventures,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
Confession,3 nominations.,0,3,0,0,0,0,0,0,0,0
Family Feud,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
Bad Shorts,1 nomination.,0,1,0,0,0,0,0,0,0,0
Chance,1 nomination.,0,1,0,0,0,0,0,0,0,0
Do I Sound Gay?,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Katy Perry: Dark Horse,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
A morte é o único perdão,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
Second Chances,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
Picnic,1 win.,1,0,0,0,0,0,0,0,0,0
2ª Dama,2 nominations.,0,2,0,0,0,0,0,0,0,0
Salute! Sun Yat-Sen,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
39 to Go,1 win.,1,0,0,0,0,0,0,0,0,0
Encounters,1 nomination.,0,1,0,0,0,0,0,0,0,0
Dora and Friends: Into the City!,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
Da Zhang Fu,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
Best Christmas Party Ever,1 nomination.,0,1,0,0,0,0,0,0,0,0
Bad Lads,2 nominations.,0,2,0,0,0,0,0,0,0,0
Spartans,1 nomination.,0,1,0,0,0,0,0,0,0,0
13,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
The Henry Ford's Innovation Nation,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
Hunted: The War Against Gays in Russia,1 nomination.,0,1,0,0,0,0,0,0,0,0
Ceux de 14,2 wins.,2,0,0,0,0,0,0,0,0,0
The Way Things Are,1 win.,1,0,0,0,0,0,0,0,0,0
America by the Numbers with Maria Hinojosa,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Bankerot,3 nominations.,0,3,0,0,0,0,0,0,0,0
Collapse,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
Beiping wu zhan shi,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0,0
Starting Over,1 nomination.,0,1,0,0,0,0,0,0,0,0
Carmilla,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
Elf: Buddy's Musical Christmas,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,1,7,1,0,0,0,0,0,0,0
Rock on Bones,1 nomination.,0,1,0,0,0,0,0,0,0,0
Picture Perfect Pyramid,1 nomination.,0,1,0,0,0,0,0,0,0,0
Grayson Perry: Who Are You?,2 wins.,2,0,0,0,0,0,0,0,0,0
Bee and PuppyCat,1 nomination.,0,1,0,0,0,0,0,0,0,0
Changing Minds: The Inside Story,1 nomination.,0,1,0,0,0,0,0,0,0,0
Da gou gun,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
Angry Birds Stella,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Buzz Bumble,1 nomination.,0,1,0,0,0,0,0,0,0,0
L'attesa del maggio,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
I Love You,1 win.,1,0,0,0,0,0,0,0,0,0
Beauty,2 nominations.,0,2,0,0,0,0,0,0,0,0
After School,1 nomination.,0,1,0,0,0,0,0,0,0,0
Bugged,1 nomination.,0,1,0,0,0,0,0,0,0,0
Beachwood Charter,1 nomination.,0,1,0,0,0,0,0,0,0,0
Twisted,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
Little Fish,1 nomination.,0,1,0,0,0,0,0,0,0,0
Birth of a Beauty,1 win.,1,0,0,0,0,0,0,0,0,0
Kan Wakan: Like I Need You,2 nominations.,0,2,0,0,0,0,0,0,0,0
Biyahe ni Drew,2 nominations.,0,2,0,0,0,0,0,0,0,0
Born Impact,2 nominations.,0,2,0,0,0,0,0,0,0,0
Alisto!,2 nominations.,0,2,0,0,0,0,0,0,0,0
Alto Astral,1 win & 11 nominations.,1,11,0,0,0,0,0,0,0,0
Aftermath,1 win.,1,0,0,0,0,0,0,0,0,0
The American Revolution,1 nomination.,0,1,0,0,0,0,0,0,0,0
Robin Thicke: Blurred Lines,3 nominations.,0,3,0,0,0,0,0,0,0,0
Missing in Action: The LTC Don Faith Story,1 win.,1,0,0,0,0,0,0,0,0,0
CBC News: Moncton Shooting,1 win.,1,0,0,0,0,0,0,0,0,0
100th Canadian Tire National Skating Championships,1 nomination.,0,1,0,0,0,0,0,0,0,0
Calgary Stampede,1 nomination.,0,1,0,0,0,0,0,0,0,0
Cities in Blue,1 nomination.,0,1,0,0,0,0,0,0,0,0
Meghan Trainor: All About That Bass,1 nomination.,0,1,0,0,0,0,0,0,0,0
League of Legends: A New Dawn,1 win.,1,0,0,0,0,0,0,0,0,0
Endangered Species,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Graveyard Shift,2 wins.,2,0,0,0,0,0,0,0,0,0
Blaze and the Monster Machines,1 nomination.,0,1,0,0,0,0,0,0,0,0
Bikkels,1 win.,1,0,0,0,0,0,0,0,0,0
Beestieboys,1 nomination.,0,1,0,0,0,0,0,0,0,0
Sara,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
Bighorror,1 nomination.,0,1,0,0,0,0,0,0,0,0
Three Meals a Day,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Deux amis,1 win.,1,0,0,0,0,0,0,0,0,0
Uyghurs: Prisoners of the Absurd,1 nomination.,0,1,0,0,0,0,0,0,0,0
Asso,1 nomination.,0,1,0,0,0,0,0,0,0,0
Before the War,2 nominations.,0,2,0,0,0,0,0,0,0,0
Brave Forward,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
Final Destination,1 win.,1,0,0,0,0,0,0,0,0,0
Inuit Cree Reconciliation,1 win.,1,0,0,0,0,0,0,0,0,0
Manon,1 nomination.,0,1,0,0,0,0,0,0,0,0
Caryl a'r Lleill,1 nomination.,0,1,0,0,0,0,0,0,0,0
It's a Wonderful Life,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,6,6,0,5,0,0,0,0,0,0
Big Trouble in Little China,1 nomination.,0,1,0,0,0,0,0,0,0,0
Youngblood,1 win.,1,0,0,0,0,0,0,0,0,0
Youngblood,1 win.,1,0,0,0,0,0,0,0,0,0
Star Trek: The Next Generation,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,34,60,0,0,0,0,18,0,0,0
Star Trek: Voyager,Won 7 Primetime Emmys. Another 25 wins & 84 nominations.,32,84,0,0,0,0,7,0,0,0
Jerry Springer,2 nominations.,0,2,0,0,0,0,0,0,0,0
Spider-Man,Nominated for 2 Oscars. Another 14 wins & 56 nominations.,14,58,0,2,0,0,0,0,0,0
Audition,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
The Punisher,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
Jurassic World,6 wins & 53 nominations.,6,53,0,0,0,0,0,0,0,0
Ant-Man,Nominated for 1 BAFTA Film Award. Another 2 wins & 28 nominations.,2,29,0,0,0,1,0,0,0,0
The Ultimate Gift,3 wins.,3,0,0,0,0,0,0,0,0,0
The Bill Engvall Show,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
Goosebumps,3 nominations.,0,3,0,0,0,0,0,0,0,0
Green Lantern,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
10 Cloverfield Lane,1 nomination.,0,1,0,0,0,0,0,0,0,0
Doctor Strange,1 win.,1,0,0,0,0,0,0,0,0,0
Ghostbusters,4 nominations.,0,4,0,0,0,0,0,0,0,0
Terminator Genisys,7 nominations.,0,7,0,0,0,0,0,0,0,0
Suicide Squad,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
Deadpool,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0
Independence Day: Resurgence,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
Cinderella,Nominated for 1 Oscar. Another 8 wins & 28 nominations.,8,29,0,1,0,0,0,0,0,0
Trolls,2 nominations.,0,2,0,0,0,0,0,0,0,0
Mario Lopez: Saved by the Baby,1 nomination.,0,1,0,0,0,0,0,0,0,0
Mario Lopez: Saved by the Baby,1 nomination.,0,1,0,0,0,0,0,0,0,0
Sausage Party,1 nomination.,0,1,0,0,0,0,0,0,0,0
Lost in Munich,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0
My Little Pony: Friendship Is Magic,17 wins & 32 nominations.,17,32,0,0,0,0,0,0,0,0
Maggie,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
The Human Centipede III (Final Sequence),1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 2,17 wins & 28 nominations.,17,28,0,0,0,0,0,0,0,0
Tomorrowland,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
The Neon Demon,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
The Good Dinosaur,Nominated for 1 Golden Globe. Another 5 wins & 39 nominations.,5,40,0,0,1,0,0,0,0,0
The Angry Birds Movie,2 nominations.,0,2,0,0,0,0,0,0,0,0
Whispers,3 nominations.,0,3,0,0,0,0,0,0,0,0
Synchronicity,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Attack on Titan: Part 1,2 nominations.,0,2,0,0,0,0,0,0,0,0
Inside Out,Won 1 Oscar. Another 91 wins & 95 nominations.,92,95,0,0,0,0,0,1,0,0
Knight of Cups,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
The Final Girls,5 wins & 10 nominations.,5,10,0,0,0,0,0,0,0,0
Final Girl,1 win.,1,0,0,0,0,0,0,0,0,0
San Andreas,10 nominations.,0,10,0,0,0,0,0,0,0,0
Fear Clinic,1 nomination.,0,1,0,0,0,0,0,0,0,0
Dudes & Dragons,1 win.,1,0,0,0,0,0,0,0,0,0
Home,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0
Dark,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
Kung Fu Panda 3,2 nominations.,0,2,0,0,0,0,0,0,0,0
Magic Mike XXL,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
Finding Dory,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
The SpongeBob Movie: Sponge Out of Water,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
Minions,Nominated for 1 BAFTA Film Award. Another 1 win & 18 nominations.,1,19,0,0,0,1,0,0,0,0
The 5th Wave,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Gallows,1 nomination.,0,1,0,0,0,0,0,0,0,0
Fifty Shades of Grey,Nominated for 1 Oscar. Another 9 wins & 18 nominations.,9,19,0,1,0,0,0,0,0,0
Babylon,1 win.,1,0,0,0,0,0,0,0,0,0
Spectre,Won 1 Oscar. Another 7 wins & 29 nominations.,8,29,0,0,0,0,0,1,0,0
Brooklyn,Nominated for 3 Oscars. Another 32 wins & 141 nominations.,32,144,0,3,0,0,0,0,0,0
Mission: Impossible - Rogue Nation,2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0
Avengers: Age of Ultron,5 wins & 41 nominations.,5,41,0,0,0,0,0,0,0,0
The Wolfpack,7 wins & 14 nominations.,7,14,0,0,0,0,0,0,0,0
Chuck Norris vs. Communism,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
I Am Thor,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0
The Peanuts Movie,Nominated for 1 Golden Globe. Another 1 win & 44 nominations.,1,45,0,0,1,0,0,0,0,0
Paranormal Activity: The Ghost Dimension,2 nominations.,0,2,0,0,0,0,0,0,0,0
Star Wars: The Force Awakens,Nominated for 5 Oscars. Another 47 wins & 106 nominations.,47,111,0,5,0,0,0,0,0,0
Show Me a Hero,Won 1 Golden Globe. Another 2 wins & 17 nominations.,3,17,0,0,0,0,0,0,1,0
Hotel Transylvania 2,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
Arrival,1 nomination.,0,1,0,0,0,0,0,0,0,0
Better Half,2 wins.,2,0,0,0,0,0,0,0,0,0
Crimson Peak,6 wins & 33 nominations.,6,33,0,0,0,0,0,0,0,0
The Second Best Exotic Marigold Hotel,1 nomination.,0,1,0,0,0,0,0,0,0,0
Alice Through the Looking Glass,2 nominations.,0,2,0,0,0,0,0,0,0,0
Hell or High Water,3 nominations.,0,3,0,0,0,0,0,0,0,0
Midnight Special,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Me Before You,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Anomalia,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Debt,6 wins.,6,0,0,0,0,0,0,0,0,0
The Boss,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Secret Life of Pets,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Everest,7 nominations.,0,7,0,0,0,0,0,0,0,0
Papa Hemingway in Cuba,2 wins.,2,0,0,0,0,0,0,0,0,0
The People v. O.J. Simpson: American Crime Story,Won 9 Primetime Emmys. Another 17 wins & 17 nominations.,26,17,0,0,0,0,9,0,0,0
The Killing Fields of Dr. Haing S. Ngor,1 win.,1,0,0,0,0,0,0,0,0,0
Home Sweet Hell,1 nomination.,0,1,0,0,0,0,0,0,0,0
Sacrifice,1 win.,1,0,0,0,0,0,0,0,0,0
Shaun the Sheep Movie,Nominated for 1 Oscar. Another 2 wins & 49 nominations.,2,50,0,1,0,0,0,0,0,0
11.22.63,5 nominations.,0,5,0,0,0,0,0,0,0,0
Ballers,1 nomination.,0,1,0,0,0,0,0,0,0,0
Is This the Real World,1 nomination.,0,1,0,0,0,0,0,0,0,0
Zootopia,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
Batman v Superman: Dawn of Justice,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
Yosemite,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
Better Call Saul,Nominated for 1 Golden Globe. Another 10 wins & 53 nominations.,10,54,0,0,1,0,0,0,0,0
Blochin: Die Lebenden und die Toten,2 nominations.,0,2,0,0,0,0,0,0,0,0
The Seven Ravens,5 nominations.,0,5,0,0,0,0,0,0,0,0
The Jungle Book,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
Day 1,1 win.,1,0,0,0,0,0,0,0,0,0
Fátima y el Parque de la Fraternidad,1 win.,1,0,0,0,0,0,0,0,0,0
Misery Loves Comedy,1 nomination.,0,1,0,0,0,0,0,0,0,0
Summit,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
12 Monkeys,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
Convergence,4 wins.,4,0,0,0,0,0,0,0,0,0
Retribution,8 wins & 22 nominations.,8,22,0,0,0,0,0,0,0,0
The Architect,1 nomination.,0,1,0,0,0,0,0,0,0,0
Front Cover,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Battle Creek,1 nomination.,0,1,0,0,0,0,0,0,0,0
DOA: Death of Amar,1 win.,1,0,0,0,0,0,0,0,0,0
The Last Man on Earth,Nominated for 5 Primetime Emmys. Another 12 nominations.,0,17,5,0,0,0,0,0,0,0
Zurich,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
Brotherly Love,2 nominations.,0,2,0,0,0,0,0,0,0,0
Roots,Nominated for 7 Primetime Emmys. Another 1 win & 26 nominations.,1,33,7,0,0,0,0,0,0,0
Daredevil,Nominated for 5 Primetime Emmys. Another 2 wins & 11 nominations.,2,16,5,0,0,0,0,0,0,0
Unbreakable Kimmy Schmidt,Nominated for 11 Primetime Emmys. Another 7 wins & 26 nominations.,7,37,11,0,0,0,0,0,0,0
Chefs,2 wins.,2,0,0,0,0,0,0,0,0,0
Killer Rack,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
Max,1 nomination.,0,1,0,0,0,0,0,0,0,0
X-Men: Apocalypse,2 nominations.,0,2,0,0,0,0,0,0,0,0
Camp Abercorn,1 nomination.,0,1,0,0,0,0,0,0,0,0
Sun Choke,1 win.,1,0,0,0,0,0,0,0,0,0
Ice Age: Collision Course,1 win.,1,0,0,0,0,0,0,0,0,0
Absolution,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Broke,1 win.,1,0,0,0,0,0,0,0,0,0
Baskets,Won 1 Primetime Emmy. Another 1 nomination.,1,1,0,0,0,0,1,0,0,0
Agent Carter,11 nominations.,0,11,0,0,0,0,0,0,0,0
American Crime,Nominated for 3 Golden Globes. Another 9 wins & 50 nominations.,9,53,0,0,3,0,0,0,0,0
Captain America: Civil War,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
Race,1 nomination.,0,1,0,0,0,0,0,0,0,0
Banished,6 nominations.,0,6,0,0,0,0,0,0,0,0
Best of Enemies: Buckley vs. Vidal,5 wins & 26 nominations.,5,26,0,0,0,0,0,0,0,0
Sally Pacholok,11 wins.,11,0,0,0,0,0,0,0,0,0
Bloodline,Nominated for 1 Golden Globe. Another 1 win & 10 nominations.,1,11,0,0,1,0,0,0,0,0
Batman: Arkham Knight,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
The Visit,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
Partners in Crime,1 nomination.,0,1,0,0,0,0,0,0,0,0
And Then There Were None,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Night Owls,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
Bella and the Bulldogs,3 wins.,3,0,0,0,0,0,0,0,0,0
Texas Rising,Nominated for 3 Primetime Emmys. Another 2 wins & 7 nominations.,2,10,3,0,0,0,0,0,0,0
Saturday,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Girl on the Train,1 win.,1,0,0,0,0,0,0,0,0,0
February,1 win.,1,0,0,0,0,0,0,0,0,0
Stevie D,1 win.,1,0,0,0,0,0,0,0,0,0
The Oscars,Won 1 Primetime Emmy. Another 1 win & 13 nominations.,2,13,0,0,0,0,1,0,0,0
Saturday Night Live: 40th Anniversary Special,Won 4 Primetime Emmys. Another 1 win & 6 nominations.,5,6,0,0,0,0,4,0,0,0
A Christmas Horror Story,5 wins & 1 nomination.,5,1,0,0,0,0,0,0,0,0
Some Kind of Hate,2 nominations.,0,2,0,0,0,0,0,0,0,0
Dude Bro Party Massacre III,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Remember,3 wins & 19 nominations.,3,19,0,0,0,0,0,0,0,0
Deathgasm,8 wins & 6 nominations.,8,6,0,0,0,0,0,0,0,0
Requisitos para ser una persona normal,5 wins & 8 nominations.,5,8,0,0,0,0,0,0,0,0
Whitney,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
Fast & Furious: Supercharged,1 win.,1,0,0,0,0,0,0,0,0,0
Aquarius,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Love,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Returning Home,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
The Visit: An Alien Encounter,6 nominations.,0,6,0,0,0,0,0,0,0,0
Daft Punk Unchained,1 nomination.,0,1,0,0,0,0,0,0,0,0
Bang Gang (A Modern Love Story),4 nominations.,0,4,0,0,0,0,0,0,0,0
Banana,1 nomination.,0,1,0,0,0,0,0,0,0,0
Krampus,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0
Clean Hands,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
Anna,1 nomination.,0,1,0,0,0,0,0,0,0,0
Justice League: Throne of Atlantis,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Boy,1 nomination.,0,1,0,0,0,0,0,0,0,0
Awakening: A Call to Arms,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Ticket,1 nomination.,0,1,0,0,0,0,0,0,0,0
KILD TV,1 win.,1,0,0,0,0,0,0,0,0,0
I Am Chris Farley,1 nomination.,0,1,0,0,0,0,0,0,0,0
Barcelona Christmas Night,7 nominations.,0,7,0,0,0,0,0,0,0,0
Mother,4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Out of the Shadows,2 nominations.,0,2,0,0,0,0,0,0,0,0
Boy Meets Boy,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Incident,1 nomination.,0,1,0,0,0,0,0,0,0,0
One and Two,1 nomination.,0,1,0,0,0,0,0,0,0,0
Fuller House,1 win.,1,0,0,0,0,0,0,0,0,0
The 9th Life of Louis Drax,1 nomination.,0,1,0,0,0,0,0,0,0,0
Black,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0,0
Supergirl,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
Cosmos,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
Maze Runner: The Scorch Trials,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
The Secret Life of Marilyn Monroe,Nominated for 3 Primetime Emmys. Another 12 nominations.,0,15,3,0,0,0,0,0,0,0
Game Face,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Disorder,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
Frankenstein,3 wins.,3,0,0,0,0,0,0,0,0,0
Chemo,3 nominations.,0,3,0,0,0,0,0,0,0,0
Crazy Ex-Girlfriend,Won 1 Golden Globe. Another 4 wins & 9 nominations.,5,9,0,0,0,0,0,0,1,0
London Spy,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
Delusion,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
The Morning After,5 wins & 3 nominations.,5,3,0,0,0,0,0,0,0,0
Between,2 nominations.,0,2,0,0,0,0,0,0,0,0
How to Dance in Ohio,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
Albert,3 nominations.,0,3,0,0,0,0,0,0,0,0
Scream Queens,Nominated for 1 Golden Globe. Another 3 wins & 8 nominations.,3,9,0,0,1,0,0,0,0,0
Childhood's End,3 nominations.,0,3,0,0,0,0,0,0,0,0
PJ Masks,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
Mr. Robot,Won 2 Golden Globes. Another 15 wins & 26 nominations.,17,26,0,0,0,0,0,0,2,0
Tales of Halloween,2 nominations.,0,2,0,0,0,0,0,0,0,0
Armans Geheimnis,1 win.,1,0,0,0,0,0,0,0,0,0
Ash vs Evil Dead,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0
Strange Magic,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
The Birth of a Nation,2 wins.,2,0,0,0,0,0,0,0,0,0
Bear Grylls: Mission Survive,1 nomination.,0,1,0,0,0,0,0,0,0,0
This Giant Papier-Mâché Boulder Is Actually Really Heavy,1 win.,1,0,0,0,0,0,0,0,0,0
First Girl I Loved,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
Surviving the 70's,1 nomination.,0,1,0,0,0,0,0,0,0,0
Bite,7 wins & 3 nominations.,7,3,0,0,0,0,0,0,0,0
The Dinner,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
Caught,1 nomination.,0,1,0,0,0,0,0,0,0,0
What Happened; Miss Simone?,Nominated for 1 Oscar. Another 5 wins & 15 nominations.,5,16,0,1,0,0,0,0,0,0
Dolphin Lover,2 wins.,2,0,0,0,0,0,0,0,0,0
Atlanta,1 win.,1,0,0,0,0,0,0,0,0,0
Ville-Marie,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
Chef's Table,Nominated for 4 Primetime Emmys. Another 1 win & 1 nomination.,1,5,4,0,0,0,0,0,0,0
Coup de Grâce,1 nomination.,0,1,0,0,0,0,0,0,0,0
Batman vs. Robin,2 nominations.,0,2,0,0,0,0,0,0,0,0
Carte Blanche,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
Gangland Undercover,1 nomination.,0,1,0,0,0,0,0,0,0,0
The Break-In,4 wins & 12 nominations.,4,12,0,0,0,0,0,0,0,0
Selma: The Bridge to the Ballot,2 wins.,2,0,0,0,0,0,0,0,0,0
The Rat,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
Better Things,1 win.,1,0,0,0,0,0,0,0,0,0
Catastrophe,Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,1,6,1,0,0,0,0,0,0,0
Three,1 nomination.,0,1,0,0,0,0,0,0,0,0
800 Words,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
Providence,7 wins & 6 nominations.,7,6,0,0,0,0,0,0,0,0
Comfort,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
American Snapper,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
Boys,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
Felizes Para Sempre?,3 wins & 9 nominations.,3,9,0,0,0,0,0,0,0,0
Homeland (Iraq Year Zero),9 wins & 3 nominations.,9,3,0,0,0,0,0,0,0,0
Bounty Momma,1 nomination.,0,1,0,0,0,0,0,0,0,0
Can You Dig This,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
The King of New Orleans,4 wins.,4,0,0,0,0,0,0,0,0,0
Let's Dance: Bowie Down Under,2 nominations.,0,2,0,0,0,0,0,0,0,0
Meine Tochter Anne Frank,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
The Corpse of Anna Fritz,1 nomination.,0,1,0,0,0,0,0,0,0,0
Wonderland,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
My Little Pony: Equestria Girls - Friendship Games,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
Ruff-Ruff Tweet and Dave,1 nomination.,0,1,0,0,0,0,0,0,0,0
Billy the Bully,3 wins.,3,0,0,0,0,0,0,0,0,0
Death in Sarajevo,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
Hero,1 win.,1,0,0,0,0,0,0,0,0,0
Big Birdman,6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0,0
Twenty-Eight Nights and a Poem,2 wins.,2,0,0,0,0,0,0,0,0,0
The Magician,1 nomination.,0,1,0,0,0,0,0,0,0,0
Blindspot,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
Argentina,2 nominations.,0,2,0,0,0,0,0,0,0,0
Till Luck Do Us Part 3,1 nomination.,0,1,0,0,0,0,0,0,0,0
Thought Crimes: The Case of the Cannibal Cop,1 nomination.,0,1,0,0,0,0,0,0,0,0
Haida Gwaii: On the Edge of the World,5 wins.,5,0,0,0,0,0,0,0,0,0
Am Ende des Sommers,1 nomination.,0,1,0,0,0,0,0,0,0,0
Crazy,5 wins & 7 nominations.,5,7,0,0,0,0,0,0,0,0
The Package,1 nomination.,0,1,0,0,0,0,0,0,0,0
